timestamp;orient0;orient1;orient2;linAcc0;linAcc1;linAcc2;iR0;iR1;iR2;iR3;iR4;iR5;iR6;iR7;iR8;iR9;iR10;iR11;iR12;iR13;iR14;iR15
2013-11-07 16:36:09.360;0.61513114;-0.006790297;-0.082830764;-0.672621;-0.89333653;-0.47524905;0.81357354;-0.57554597;0.082734175;0.0;0.5770523;0.81667894;0.006790247;0.0;-0.07147536;0.042217582;0.9965485;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.392;0.6454807;-0.00709544;-0.06583024;-1.3946224;-0.45340195;1.613243;0.7967997;-0.6006523;0.06578105;0.0;0.6015673;0.7987907;0.007095379;0.0;-0.056807138;0.03391813;0.99780893;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.426;0.6347507;-0.008224708;-0.06762078;-0.76808983;-0.29688102;-0.80714524;0.80304974;-0.59206915;0.06756697;0.0;0.5929568;0.8051923;0.008224616;0.0;-0.059273943;0.033459518;0.9976809;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.461;0.6338487;-0.009659028;-0.081683904;-0.3573346;-0.15292963;-2.5457847;0.80260074;-0.5909106;0.08158928;0.0;0.59222275;0.80571645;0.009658873;0.0;-0.07144537;0.040566806;0.9966192;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.493;0.6630452;-0.013489233;-0.09060186;0.20679916;-0.06000468;-2.7928362;0.7841378;-0.613957;0.09046973;0.0;0.61546373;0.7880498;0.013488825;0.0;-0.07957621;0.045103736;0.995808;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.525;0.6754867;-0.018265823;-0.0919725;0.39579147;-0.008678981;-1.7961001;0.77605546;-0.62394357;0.09182757;0.0;0.62517285;0.7802725;0.018264806;0.0;-0.08304674;0.043233603;0.9956073;0.0;0.0;0.0;0.0;0.9999999
2013-11-07 16:36:09.535;0.67691636;-0.019563315;-0.0913936;0.41584292;-0.09322423;-1.3521254;0.7751363;-0.6251697;0.09124895;0.0;0.6262724;0.77935874;0.019562067;0.0;-0.08334529;0.04198343;0.99563587;0.0;0.0;0.0;0.0;0.9999999
2013-11-07 16:36:09.564;0.67236775;-0.02223424;-0.089590356;0.40237552;-0.22475569;-0.46013564;0.7779726;-0.6218984;0.08944845;0.0;0.6226862;0.78215575;0.022232415;0.0;-0.08378892;0.038402103;0.9957433;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.595;0.663699;-0.021425294;-0.09231667;0.6426935;-0.56278706;-0.27712885;0.78314817;-0.61496735;0.09216444;0.0;0.6158934;0.78753823;0.021423655;0.0;-0.08575787;0.03998558;0.9955133;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.630;0.65777344;-0.018738966;-0.10329047;1.0838252;-0.8524854;-0.43245268;0.7859566;-0.60962695;0.10308881;0.0;0.611249;0.79121655;0.018737873;0.0;-0.09298867;0.048285782;0.99449575;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.672;0.64555067;-0.022585263;-0.11292592;0.7433996;-0.65197104;1.0366893;0.7921499;-0.5998391;0.112657316;0.0;0.60148495;0.79856485;0.022583343;0.0;-0.10351055;0.04987229;0.9933772;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.712;0.6441774;-0.029332036;-0.11634178;0.29254153;-0.032172084;1.9675848;0.7921442;-0.5992032;0.11602956;0.0;0.6002825;0.79925;0.029327825;0.0;-0.11030996;0.046418644;0.99281263;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.751;0.6362382;-0.029316539;-0.12318295;0.053570263;0.43364978;1.1171944;0.7961017;-0.5925685;0.12281886;0.0;0.5939186;0.8039909;0.029312339;0.0;-0.116114825;0.049608797;0.99199605;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.791;0.67565024;-0.02962177;-0.09731879;-2.0108302;1.084274;4.426879;0.7748085;-0.62469107;0.09712262;0.0;0.62513036;0.7799582;0.029617433;0.0;-0.09425333;0.037766464;0.9948317;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.831;0.65904784;-0.026340052;-0.08149458;-1.0543466;0.3143886;1.9030911;0.7866389;-0.612027;0.081376165;0.0;0.61215204;0.7903013;0.026337001;0.0;-0.08043066;0.029096866;0.9963354;0.0;0.0;0.0;0.0;1.0000001
2013-11-07 16:36:09.871;0.60753584;-0.015900444;-0.109608985;-0.30301616;0.6705261;-2.2267573;0.81513715;-0.5688484;0.10937582;0.0;0.5707738;0.8209535;0.015899766;0.0;-0.09883701;0.049468357;0.9938734;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:09.914;0.61467445;-0.010147403;-0.12867425;-0.5844845;1.0118495;-2.209998;0.8094563;-0.5729887;0.12831284;0.0;0.57666284;0.816919;0.010147211;0.0;-0.11063545;0.06577952;0.9916817;0.0;0.0;0.0;0.0;0.9999999
2013-11-07 16:36:09.950;0.6217041;-0.011154543;-0.11740471;-1.1260229;0.58298814;-0.16325463;0.80653024;-0.579474;0.1171279;0.0;0.58238506;0.8128366;0.011154309;0.0;-0.10166947;0.059217248;0.9930543;0.0;0.0;0.0;0.0;1.0000001
2013-11-07 16:36:09.992;0.59022975;-0.008758747;-0.10188094;-0.4683657;0.2605191;0.7966706;0.8260089;-0.55440605;0.10170088;0.0;0.55653054;0.83078086;0.0087586325;0.0;-0.08934698;0.049364936;0.9947764;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:10.013;0.55921704;-0.0028076395;-0.1056357;-0.31109658;0.19557635;-0.23897126;0.8427885;-0.52781636;0.105438925;0.0;0.5305206;0.84766734;0.0028076393;0.0;-0.090859056;0.053571276;0.99442184;0.0;0.0;0.0;0.0;1.0000001
2013-11-07 16:36:10.032;0.5490708;0.0026245397;-0.113833584;0.08664017;0.16505028;-1.5744869;0.8476447;-0.51826286;0.11358751;0.0;0.5218931;0.8530069;-0.0026245303;0.0;-0.09553073;0.061505206;0.99352455;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:10.063;0.53350294;0.0075684804;-0.12282571;0.33189622;0.019602526;-2.732233;0.85501593;-0.503923;0.122513615;0.0;0.50853807;0.8610064;-0.0075684087;0.0;-0.10167111;0.06877394;0.9924381;0.0;0.0;0.0;0.0;1.0000001
2013-11-07 16:36:10.096;0.5382896;0.012009023;-0.12396887;0.52747256;-0.11552023;-2.0533273;0.85275894;-0.5074589;0.12364267;0.0;0.51263124;0.85852486;-0.01200874;0.0;-0.100056365;0.07362365;0.9922542;0.0;0.0;0.0;0.0;1.0000001
2013-11-07 16:36:10.129;0.54002255;0.018143766;-0.118814334;0.4165911;-0.08140286;-0.79637134;0.852756;-0.508686;0.11851551;0.0;0.51407075;0.85755605;-0.018142767;0.0;-0.092404686;0.076396696;0.9927865;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:10.167;0.52084416;0.021242071;-0.114827044;0.6853402;0.114173494;0.19812019;0.86289823;-0.49222463;0.11454904;0.0;0.49750024;0.86720383;-0.021240482;0.0;-0.088882245;0.07531654;0.99319065;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:10.198;0.4975778;0.0200058;-0.1198799;1.1819874;0.21577743;-0.7612065;0.8735765;-0.4717706;0.11956905;0.0;0.47720295;0.8785655;-0.020004468;0.0;-0.095611714;0.074534126;0.99262434;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:10.229;0.47853515;0.019975314;-0.12681592;1.3587095;0.21068975;-0.6570587;0.88170546;-0.45453915;0.12645106;0.0;0.46038756;0.88749343;-0.019973984;0.0;-0.10314552;0.07582766;0.9917718;0.0;0.0;0.0;0.0;1.0000001
2013-11-07 16:36:10.243;0.47167566;0.021058857;-0.13071191;1.2801497;0.13272856;-0.5693711;0.88445604;-0.44805855;0.13031112;0.0;0.4542789;0.8906106;-0.021057302;0.0;-0.10662155;0.07782184;0.99124956;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:10.265;0.4705154;0.023134734;-0.13617045;1.1840824;0.06928221;-0.36062664;0.88450736;-0.4463501;0.13571367;0.0;0.4532244;0.8910961;-0.023132661;0.0;-0.11060868;0.08196977;0.99047786;0.0;0.0;0.0;0.0;0.9999998
2013-11-07 16:36:10.297;0.465805;0.025866546;-0.14292887;0.5906196;0.1654992;0.7384616;0.88600445;-0.4412707;0.14239508;0.0;0.44899195;0.8931614;-0.025863662;0.0;-0.11576891;0.08684956;0.9894719;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:10.332;0.46300325;0.0247066;-0.14607178;0.5349544;0.31693244;1.4345757;0.88679296;-0.4386635;0.14550847;0.0;0.4465008;0.8944422;-0.024704095;0.0;-0.11931212;0.08687706;0.9890486;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:36:10.369;0.4623007;0.020143282;-0.15252517;0.83737206;0.25303718;0.3800795;0.8860028;-0.43809152;0.15190364;0.0;0.44591796;0.8948471;-0.020141931;0.0;-0.12710653;0.08558237;0.98819;0.0;0.0;0.0;0.0;0.9999999
