BSSIDMerged,OrientationMerged,ForceToMap,KValue,InitialReadings,SpeedBreak,ParticleCount,CloudRange,CloudDisplacement,MeanDistance,StdDev
false,false,false,4,1,1,1,0.3,1.1,23.456975743111993,11.40163806162021
